deferred_key,run_version,source_ref,source_type,source_candidate_type,artist_display_name,title,year,storefront,deferred_reason,candidate_count,best_score,second_score,apple_album_id,error_message,raw_payload_persisted
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@88@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@88@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@89@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@89@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@90@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@90@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@91@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@91@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@92@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@92@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@93@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@93@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@94@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@94@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@95@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@95@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@96@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@96@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@97@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@97@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@98@@@@silence:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@98@@@@silence,album_sidecar_track,track,Marilyn Manson,[silence],1996,us,album_bound_track_no_safe_match,1,7,,1440804350,,false
album_sidecar_track:album|marilyn manson|antichrist superstar@@1@@99@@@@unknown:album_bound_track_no_safe_match:1440804350,apple_music_sidecar_track_album_bound_pass_v1,album|marilyn manson|antichrist superstar@@1@@99@@@@unknown,album_sidecar_track,track,Marilyn Manson,[unknown],1996,us,album_bound_track_no_safe_match,1,21,,1440804350,,false
album_sidecar_track:album|marshall tucker band|marshall tucker band@@1@@10@@@@where a country boy belongs:album_bound_track_no_safe_match:1794391879,apple_music_sidecar_track_album_bound_pass_v1,album|marshall tucker band|marshall tucker band@@1@@10@@@@where a country boy belongs,album_sidecar_track,track,The Marshall Tucker Band,Where a Country Boy Belongs,1973,us,album_bound_track_no_safe_match,7,10,9,1794391879,,false
album_sidecar_track:album|marshall tucker band|marshall tucker band@@1@@11@@@@heard it in a love song:album_bound_track_no_safe_match:1794391879,apple_music_sidecar_track_album_bound_pass_v1,album|marshall tucker band|marshall tucker band@@1@@11@@@@heard it in a love song,album_sidecar_track,track,The Marshall Tucker Band,Heard It in a Love Song,1973,us,album_bound_track_no_safe_match,7,20,17,1794391879,,false
album_sidecar_track:album|marshall tucker band|marshall tucker band@@1@@12@@@@i ll be loving you:album_bound_track_no_safe_match:1794391879,apple_music_sidecar_track_album_bound_pass_v1,album|marshall tucker band|marshall tucker band@@1@@12@@@@i ll be loving you,album_sidecar_track,track,The Marshall Tucker Band,I'll Be Loving You,1973,us,album_bound_track_no_safe_match,7,21,15,1794391879,,false
album_sidecar_track:album|marshall tucker band|marshall tucker band@@1@@13@@@@searchin for a rainbow:album_bound_track_no_safe_match:1794391879,apple_music_sidecar_track_album_bound_pass_v1,album|marshall tucker band|marshall tucker band@@1@@13@@@@searchin for a rainbow,album_sidecar_track,track,The Marshall Tucker Band,Searchin' for a Rainbow,1973,us,album_bound_track_no_safe_match,7,10,9,1794391879,,false
album_sidecar_track:album|marshall tucker band|marshall tucker band@@1@@14@@@@windy city blues:album_bound_track_no_safe_match:1794391879,apple_music_sidecar_track_album_bound_pass_v1,album|marshall tucker band|marshall tucker band@@1@@14@@@@windy city blues,album_sidecar_track,track,The Marshall Tucker Band,Windy City Blues,1973,us,album_bound_track_no_safe_match,7,20,17,1794391879,,false
album_sidecar_track:album|marshall tucker band|marshall tucker band@@1@@15@@@@i should have never started lovin you:album_bound_track_no_safe_match:1794391879,apple_music_sidecar_track_album_bound_pass_v1,album|marshall tucker band|marshall tucker band@@1@@15@@@@i should have never started lovin you,album_sidecar_track,track,The Marshall Tucker Band,I Should Have Never Started Lovin' You,1973,us,album_bound_track_no_safe_match,7,10,9,1794391879,,false
album_sidecar_track:album|marshall tucker band|marshall tucker band@@1@@3@@@@24 hours at a time:album_bound_track_no_safe_match:1794391879,apple_music_sidecar_track_album_bound_pass_v1,album|marshall tucker band|marshall tucker band@@1@@3@@@@24 hours at a time,album_sidecar_track,track,The Marshall Tucker Band,24 Hours at a Time,1973,us,album_bound_track_no_safe_match,7,60,17,1794391879,,false
album_sidecar_track:album|marshall tucker band|marshall tucker band@@1@@4@@@@fire on mountain:album_bound_track_no_safe_match:1794391879,apple_music_sidecar_track_album_bound_pass_v1,album|marshall tucker band|marshall tucker band@@1@@4@@@@fire on mountain,album_sidecar_track,track,The Marshall Tucker Band,Fire on the Mountain,1973,us,album_bound_track_no_safe_match,7,45,10,1794391879,,false
album_sidecar_track:album|marshall tucker band|marshall tucker band@@1@@5@@@@too stubborn:album_bound_track_no_safe_match:1794391879,apple_music_sidecar_track_album_bound_pass_v1,album|marshall tucker band|marshall tucker band@@1@@5@@@@too stubborn,album_sidecar_track,track,The Marshall Tucker Band,Too Stubborn,1973,us,album_bound_track_no_safe_match,7,44,10,1794391879,,false
album_sidecar_track:album|marshall tucker band|marshall tucker band@@1@@6@@@@a new life:album_bound_track_no_safe_match:1794391879,apple_music_sidecar_track_album_bound_pass_v1,album|marshall tucker band|marshall tucker band@@1@@6@@@@a new life,album_sidecar_track,track,The Marshall Tucker Band,A New Life,1973,us,album_bound_track_no_safe_match,7,43,10,1794391879,,false
album_sidecar_track:album|marshall tucker band|marshall tucker band@@1@@7@@@@long hard ride:album_bound_track_no_safe_match:1794391879,apple_music_sidecar_track_album_bound_pass_v1,album|marshall tucker band|marshall tucker band@@1@@7@@@@long hard ride,album_sidecar_track,track,The Marshall Tucker Band,Long Hard Ride,1973,us,album_bound_track_no_safe_match,7,43,10,1794391879,,false
album_sidecar_track:album|marshall tucker band|marshall tucker band@@1@@8@@@@everybody needs somebody:album_bound_track_no_safe_match:1794391879,apple_music_sidecar_track_album_bound_pass_v1,album|marshall tucker band|marshall tucker band@@1@@8@@@@everybody needs somebody,album_sidecar_track,track,The Marshall Tucker Band,Everybody Needs Somebody,1973,us,album_bound_track_no_safe_match,7,43,15,1794391879,,false
album_sidecar_track:album|marshall tucker band|marshall tucker band@@1@@9@@@@in my own way:album_bound_track_no_safe_match:1794391879,apple_music_sidecar_track_album_bound_pass_v1,album|marshall tucker band|marshall tucker band@@1@@9@@@@in my own way,album_sidecar_track,track,The Marshall Tucker Band,In My Own Way,1973,us,album_bound_track_no_safe_match,7,43,10,1794391879,,false
album_sidecar_track:album|marshall tucker band|marshall tucker band@@2@@1@@@@running like wind:album_bound_track_no_safe_match:1794391879,apple_music_sidecar_track_album_bound_pass_v1,album|marshall tucker band|marshall tucker band@@2@@1@@@@running like wind,album_sidecar_track,track,The Marshall Tucker Band,Running Like the Wind,1973,us,album_bound_track_no_safe_match,7,10,9,1794391879,,false
album_sidecar_track:album|marshall tucker band|marshall tucker band@@2@@10@@@@stay in country:album_bound_track_no_safe_match:1794391879,apple_music_sidecar_track_album_bound_pass_v1,album|marshall tucker band|marshall tucker band@@2@@10@@@@stay in country,album_sidecar_track,track,The Marshall Tucker Band,Stay in the Country,1973,us,album_bound_track_no_safe_match,7,10,9,1794391879,,false
album_sidecar_track:album|marshall tucker band|marshall tucker band@@2@@11@@@@driving you out of my mind:album_bound_track_no_safe_match:1794391879,apple_music_sidecar_track_album_bound_pass_v1,album|marshall tucker band|marshall tucker band@@2@@11@@@@driving you out of my mind,album_sidecar_track,track,The Marshall Tucker Band,Driving You Out of My Mind,1973,us,album_bound_track_no_safe_match,7,10,9,1794391879,,false
album_sidecar_track:album|marshall tucker band|marshall tucker band@@2@@12@@@@if that isn t love:album_bound_track_no_safe_match:1794391879,apple_music_sidecar_track_album_bound_pass_v1,album|marshall tucker band|marshall tucker band@@2@@12@@@@if that isn t love,album_sidecar_track,track,The Marshall Tucker Band,If That Isn't Love,1973,us,album_bound_track_no_safe_match,7,10,9,1794391879,,false
album_sidecar_track:album|marshall tucker band|marshall tucker band@@2@@13@@@@face down in blues:album_bound_track_no_safe_match:1794391879,apple_music_sidecar_track_album_bound_pass_v1,album|marshall tucker band|marshall tucker band@@2@@13@@@@face down in blues,album_sidecar_track,track,The Marshall Tucker Band,Face Down in the Blues,1973,us,album_bound_track_no_safe_match,7,18,10,1794391879,,false
album_sidecar_track:album|marshall tucker band|marshall tucker band@@2@@14@@@@time don t pass by here:album_bound_track_no_safe_match:1794391879,apple_music_sidecar_track_album_bound_pass_v1,album|marshall tucker band|marshall tucker band@@2@@14@@@@time don t pass by here,album_sidecar_track,track,The Marshall Tucker Band,Time Don't Pass by Here,1973,us,album_bound_track_no_safe_match,7,10,9,1794391879,,false
album_sidecar_track:album|marshall tucker band|marshall tucker band@@2@@15@@@@ramblin:album_bound_track_no_safe_match:1794391879,apple_music_sidecar_track_album_bound_pass_v1,album|marshall tucker band|marshall tucker band@@2@@15@@@@ramblin,album_sidecar_track,track,The Marshall Tucker Band,Ramblin',1973,us,album_bound_track_no_safe_match,7,51,10,1794391879,,false
album_sidecar_track:album|marshall tucker band|marshall tucker band@@2@@16@@@@texas on my mind:album_bound_track_no_safe_match:1794391879,apple_music_sidecar_track_album_bound_pass_v1,album|marshall tucker band|marshall tucker band@@2@@16@@@@texas on my mind,album_sidecar_track,track,The Marshall Tucker Band,Texas on My Mind,1973,us,album_bound_track_no_safe_match,7,10,9,1794391879,,false
album_sidecar_track:album|marshall tucker band|marshall tucker band@@2@@17@@@@ride of your life:album_bound_track_no_safe_match:1794391879,apple_music_sidecar_track_album_bound_pass_v1,album|marshall tucker band|marshall tucker band@@2@@17@@@@ride of your life,album_sidecar_track,track,The Marshall Tucker Band,Ride of Your Life,1973,us,album_bound_track_no_safe_match,7,10,9,1794391879,,false
album_sidecar_track:album|marshall tucker band|marshall tucker band@@2@@2@@@@cattle drive:album_bound_track_no_safe_match:1794391879,apple_music_sidecar_track_album_bound_pass_v1,album|marshall tucker band|marshall tucker band@@2@@2@@@@cattle drive,album_sidecar_track,track,The Marshall Tucker Band,Cattle Drive,1973,us,album_bound_track_no_safe_match,7,10,9,1794391879,,false
album_sidecar_track:album|marshall tucker band|marshall tucker band@@2@@3@@@@last of singing cowboys:album_bound_track_no_safe_match:1794391879,apple_music_sidecar_track_album_bound_pass_v1,album|marshall tucker band|marshall tucker band@@2@@3@@@@last of singing cowboys,album_sidecar_track,track,The Marshall Tucker Band,Last of the Singing Cowboys,1973,us,album_bound_track_no_safe_match,7,10,9,1794391879,,false
album_sidecar_track:album|marshall tucker band|marshall tucker band@@2@@4@@@@foolish dreaming:album_bound_track_no_safe_match:1794391879,apple_music_sidecar_track_album_bound_pass_v1,album|marshall tucker band|marshall tucker band@@2@@4@@@@foolish dreaming,album_sidecar_track,track,The Marshall Tucker Band,Foolish Dreaming,1973,us,album_bound_track_no_safe_match,7,15,12,1794391879,,false
album_sidecar_track:album|marshall tucker band|marshall tucker band@@2@@5@@@@ride in peace:album_bound_track_no_safe_match:1794391879,apple_music_sidecar_track_album_bound_pass_v1,album|marshall tucker band|marshall tucker band@@2@@5@@@@ride in peace,album_sidecar_track,track,The Marshall Tucker Band,Ride in Peace,1973,us,album_bound_track_no_safe_match,7,10,9,1794391879,,false
album_sidecar_track:album|marshall tucker band|marshall tucker band@@2@@6@@@@silverado:album_bound_track_no_safe_match:1794391879,apple_music_sidecar_track_album_bound_pass_v1,album|marshall tucker band|marshall tucker band@@2@@6@@@@silverado,album_sidecar_track,track,The Marshall Tucker Band,Silverado,1973,us,album_bound_track_no_safe_match,7,10,9,1794391879,,false
album_sidecar_track:album|marshall tucker band|marshall tucker band@@2@@7@@@@good ole hurtin song:album_bound_track_no_safe_match:1794391879,apple_music_sidecar_track_album_bound_pass_v1,album|marshall tucker band|marshall tucker band@@2@@7@@@@good ole hurtin song,album_sidecar_track,track,The Marshall Tucker Band,Good Ole Hurtin' Song,1973,us,album_bound_track_no_safe_match,7,18,14,1794391879,,false
album_sidecar_track:album|marshall tucker band|marshall tucker band@@2@@8@@@@anyway wind blows rider:album_bound_track_no_safe_match:1794391879,apple_music_sidecar_track_album_bound_pass_v1,album|marshall tucker band|marshall tucker band@@2@@8@@@@anyway wind blows rider,album_sidecar_track,track,The Marshall Tucker Band,Anyway the Wind Blows Rider,1973,us,album_bound_track_no_safe_match,7,10,9,1794391879,,false
album_sidecar_track:album|marshall tucker band|marshall tucker band@@2@@9@@@@going down road feeling bad:album_bound_track_no_safe_match:1794391879,apple_music_sidecar_track_album_bound_pass_v1,album|marshall tucker band|marshall tucker band@@2@@9@@@@going down road feeling bad,album_sidecar_track,track,The Marshall Tucker Band,Going Down the Road Feeling Bad,1973,us,album_bound_track_no_safe_match,7,13,10,1794391879,,false
album_sidecar_track:album|marty robbins|gunfighter ballads and trail songs@@1@@7@@@@el paso:album_bound_track_no_safe_match:158516933,apple_music_sidecar_track_album_bound_pass_v1,album|marty robbins|gunfighter ballads and trail songs@@1@@7@@@@el paso,album_sidecar_track,track,Marty Robbins,El Paso,1959,us,album_bound_track_no_safe_match,4,65,61,158516933,,false
